FEATURE_ID	FEATURE_TEXT	FEATURE_HASH	ENGINE	SOURCE_SECTION	SOURCE_LINE
F-000480	- تحويل البيانات الأولية إلى قصص جاهزة للعرض تلقائيًا	2e6388e232ab754545962c622b2f1eb0b98f547adcc8fda9708965b8be77bc98	Data Engine	1.3 الاستيراد الذكي	1018
F-000481	- تحويل البيانات غير المنظمة إلى روايات منظمة ولوحة معلومات تفاعلية	3f00c85e96efa96c220053561bdf94e21511ea90da0d7039353e80150fc762fa	Data Engine	1.3 الاستيراد الذكي	1019
F-000482	- تحويل البيانات والمستندات إلى تحليلات ولوحات معلومات وتقارير	74a72fa7c2176f0d1b651e343bdb6bd8194c52041af4c54ee84f513140550fde	Data Engine	1.3 الاستيراد الذكي	1020
F-000483	- تحويل التقارير بسهولة إلى شرائح PowerPoint	8522df0bc57b2ef2c3713b60c53f9964dd10c3dbd552afb81ea60010ba1fccb9	Data Engine	1.3 الاستيراد الذكي	1021
F-000484	- تحويل المحادثات والاستكشافات إلى تقارير وشرائح منظمة	d298df3dbae8a3b699151218e411c1176e2080b93c438ad7f8d7c5158ae0d578	Data Engine	1.3 الاستيراد الذكي	1022
F-000485	- تحويل الملفات أو الأفكار إلى تقارير واضحة وثاقبة على الفور	108673173fc903548706d4d8215eef573d21c0bc8a7c4afd8537666555fa4845	Data Engine	1.3 الاستيراد الذكي	1023
F-000486	- تحويل النص العادي إلى مستندات منسقة	622c79ce89eaa415e1548ab38a7cf90f7950fab38b21fa46ad9f55e681283ac7	Data Engine	1.3 الاستيراد الذكي	1024
F-000487	- تحويل تحديث حالة المشروع إلى عرض تقديمي أنيق واحترافي	6da257ee45fed01398c148d82c534990859825a6cd20f5dc0466f8c0746472f7	Data Engine	1.3 الاستيراد الذكي	1025
F-000488	- تحويل جداول البيانات إلى رؤى قابلة للتنفيذ تلقائيًا	e505fdb2b5eb54bd05468af77584413c7e37c9ea42a621a491f484b472eef0d7	Data Engine	1.3 الاستيراد الذكي	1026
F-000489	- تحويل جداول البيانات إلى شرائح متحركة	20ef5f5c6bee0ca59a434d4033beef1a2217198f5ac3ff60535ad5d75ca82cee	Data Engine	1.3 الاستيراد الذكي	1027
F-000490	- تحويل صيغ التقارير	fb0f84a71f1611eedebbc0ee721fba808dd99db19dd33b97ea482d9a8597b423	Data Engine	1.3 الاستيراد الذكي	1028
F-000491	- تحويل مؤشرات الأداء الرئيسية والاتجاهات والنتائج إلى عروض تقديمية مرئية واضحة	36f7ff513ee2a786ee5e902bf3abfdcaeed9713c4d937d6e79408bf5ac635d0a	Data Engine	1.3 الاستيراد الذكي	1029
F-000492	- تحويل مستند إلى عرض تقديمي في PowerPoint	178087f1b6ffb304b867950a9f898c71f7a2de2fe8854acab5d2a78f20f4855c	Data Engine	1.3 الاستيراد الذكي	1030
F-000493	- تحويل ملاحظات غير رسمية إلى تقرير رسمي	521e2870bed3d7cb1abf938bf3a4191f2edccd041be74f359fbdb6f62e514ea5	Data Engine	1.3 الاستيراد الذكي	1031
F-000494	- تحويل ملفات CSV و Excel إلى مخططات ولوحات معلومات وجداول زمنية متوافقة مع العلامة التجارية	b46a7c320e178eddd8c8985b95f8bbc559e0e96bae99aa6c5dae357cbf0edecb	Data Engine	1.3 الاستيراد الذكي	1032
F-000495	- تصدير بصيغة PowerPoint (.pptx) قابل للتعديل	ef37246e3207d110330ec56adb44699fbca55f9e8ac6351db7e5af9ebf836901	Data Engine	1.3 الاستيراد الذكي	1033
F-000496	- سحب وإفلات ملفات متعددة Excel دفعة واحدة	42122b1855e58a0bd2e990b9d494b74c2b1a85d35c8aa383052904453f353ac4	Data Engine	1.3 الاستيراد الذكي	1034
F-000497	- رفع 10 ملفات شهرية ودمجها تلقائيًا	c2e550d533b1d988e3b8026cd852c3a6cf7c85d72cc8225b20222db019890e42	Data Engine	1.3 الاستيراد الذكي	1035
F-000498	- الاستيراد الذكي والمتقدم	9dc4843a81357ca0075b38a31907169752b8559345583e61198d5886f75cb68a	Data Engine	1.3 الاستيراد الذكي	1036
F-000499	- رفع مجلد كامل وليس فقط ملفات منفردة	b07bedb4ddc6f193254e794cb5b3ce4f983095a87da051edce5b947fc82b9ce6	Data Engine	1.3 الاستيراد الذكي	1037
F-000500	- وضع الفحص قبل الاستيراد	36b706efa3e2aced1e71e6591dd10125111583b9d76f26bfc1727f9aa27c4635	Data Engine	1.3 الاستيراد الذكي	1038
F-000501	- تلخيص ملف ضخم في صفحة واحدة	0ffc0135a16d38fdd9ac66da5e3d5c3e36cfc3a0336cb6e07c0a8b86b08c1824	Data Engine	1.3 الاستيراد الذكي	1039
F-000502	- دمج 500 ملف ضمن 10 مجموعات تلقائيًا	4607795bb96e6a12da7dc68fbae276124b52680080643d2c229bea029c07e264	Data Engine	1.3 الاستيراد الذكي	1040
F-000503	- تحليل 500 ملف بدون تدخل يدوي	9742027566624fb7ab05a5c3d086a93dce5718f017659616d320a615de645603	Data Engine	1.3 الاستيراد الذكي	1041
F-000504	- نظام استيراد المصادر المتعددة	1c5c05d5dfdb323f71ae93fadcf1276e5243947c010057d98ec41ddfeaf5eb03	Data Engine	1.3 الاستيراد الذكي	1042
F-000505	- تقسيم ملف ضخم إلى عدة ملفات	1b9aedb625d54be83c278fd2dc9a187b5652a11cd9e6d50b0ae7fd6cd7dfc28d	Data Engine	1.3 الاستيراد الذكي	1043
F-000506	- رفع ملفات جديدة خاصة بكل خدمة	a827ec73de5ae123eea2735c8afafc0c93edadda473ae51a92bdbfd9c2db222e	Data Engine	1.3 الاستيراد الذكي	1044
F-000507	- رفع ملفات وتفريغها وتنظيفها وتوحيدها وتحليلها وإنشاء لوحات مؤشرات وتقارير وعروض تقديمية بضغطة زر	5ba061e48d63ae5208888899f68bac6803fec3c467ef84bd12e6642fd716fa9d	Data Engine	1.3 الاستيراد الذكي	1045
F-000508	- دعم استيراد القوالب الخارجية	1762d0b1d6bfcad270a6f331d671a5aad874a26003f3ab95feba3bf17480311b	Data Engine	1.3 الاستيراد الذكي	1046
F-000509	- تحميل جزئي وتدريجي للبيانات للعمل على ملخصات أو أجزاء محددة	b3d2088384f7a6e075bb67a0c2d3798c664f7a2d446491c61473ec95ad95e57e	Data Engine	1.3 الاستيراد الذكي	1047
F-000510	- دعم الجيل السريع المكافئ للمنصة: مخطط تفصيلي بنقرة واحدة ← شرائح، بيانات بنقرة واحدة ← إنفوجرافيك، PDF بنقرة واحدة ← عرض تقديمي قابل للتعديل	86aee89eac4a477c0be57ae534e35feda864f0f9eb8ca4243d7ec1a2a0200379	Data Engine	1.3 الاستيراد الذكي	1048
F-000511	- اقتراح تلقائي للمصادر، مؤشرات الأداء الرئيسية، التخطيط، وسير العمل	f1b2592085f682fc64b44e35607034d2afd4930122085273ff98db8961eb0cbd	Data Engine	1.3 الاستيراد الذكي	1049
F-000512	- تجريد الموصلات وواجهة الاستيعاب (Connector abstraction + ingestion interface)	d1df1a7f97a42ac3168496f6033883306153589946640d7492ec095c330ac837	Data Engine	1.3 الاستيراد الذكي	1050
F-000513	- تحميل كسول (lazy loading)	43ee96a20849ab291404ba29b5d74d158bd21a578788540de45bc2532caa2e89	Data Engine	1.3 الاستيراد الذكي	1051
F-000514	- تحميل القيم المحددة (المصطلحات، البنود، الغرض من الجمع)	d2a6c4d061251cb525b87a7a4b0ad66fb96101d90fe0c79ec04f326ea03cc805	Data Engine	1.3 الاستيراد الذكي	1052
F-000515	- نسخة أساسية: رفع Excel، عمليات دمج وتحليل، داشبورد بسيط	286b9716fc4c75e0112bae2b00e7e8914e9fc9ad666b04ce2715333f6b1a78a0	Data Engine	1.3 الاستيراد الذكي	1053
F-000516	- دعم استيراد قالب	62679cf3451696ab99300f168da599d4fc1f43b28f15ef2832cf3679f355d7d7	Data Engine	1.3 الاستيراد الذكي	1054
F-000517	- رفع وتحميل الملفات	ab68d718e1e34bae1f6251277e978ad05e850945a050e32dbf2069aae4d30850	Data Engine	1.3 الاستيراد الذكي	1055
F-000518	- سحب مجموعة ملفات اكسل إلى هذا الويب أبليكيشن	d861816ae0f52e015196be8dc9c6695d3b6fb4790d83a8d5a87a6a1f824a8d4f	Data Engine	1.3 الاستيراد الذكي	1056
F-000519	- تجميع الملفات المتشابهة معًا	99c9038a0439daed2b18420d1e086dd36fdc8b0f589e7306b5f19b1e280009b7	Data Engine	1.3 الاستيراد الذكي	1057
F-000520	- مجلدات كاملة	9b266b35fad968fe51f7682ea122684b274a7e9a7d38859e3cb1d20850b1ad3a	Data Engine	1.3 الاستيراد الذكي	1058
F-000521	- طبقة استيعاب البيانات	2b4335433323b3ec7db62afd7cb8ef15e06e18694c710fefac222ebad3b9422e	Data Engine	1.3 الاستيراد الذكي	1059
F-000522	- رفع صور ولقطات شاشة لتحويلها لمحتوى	79d0116d05866b2eb94670e90ef40b79aaee5d4908d1aef5a733d5915c9f950d	Data Engine	1.3 الاستيراد الذكي	1060
F-000523	- دمج محتوى خارجي	a647dee654b64d7aafd9ec24b52e7138dc96c7739b88f06d3579e70e417dafd0	Data Engine	1.3 الاستيراد الذكي	1061
F-000524	- دعم قوالب Excel	325c46e403f8775a7c889cd4581462c8be7c310dd7a41a00d0345f0e47857b7a	Data Engine	1.3 الاستيراد الذكي	1062
F-000525	- التعرف على نوع كل ملف تلقائياً: مبيعات أو موارد بشرية أو مشاريع أو مالية	3729a686e1d28e185f6b01b4d8c2293114e061ad2ea59c3f6cfcb7a7ac06f74a	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1068
F-000526	- تجميع الملفات المتشابهة في مجموعات	8a9ba3d5ab0ddda63668d89a879706c7b8fd06e826fc5995b60a1f878319fc93	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1069
F-000527	- عرض خريطة عامة تبين المجموعات والتشابه	af8533b9ddf26fc96f726d3e3f74d5a542d838853760f9b2dd8f9685320947bf	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1070
F-000528	- كشف اللغة المختلطة	5f355bbd25d2921f8ac3e81d08bb25b30a5b6393ffa2be86609f4620645cbfd9	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1071
F-000529	- فهم العلاقات داخل كل ملف	2cda71723ee64089b65afd915f62d6de3c9d1874086727df61124ae7946c2eca	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1072
F-000530	- تصنيف البيانات حسب السرية (سري – داخلي – عام)	9d556f23d9259b412f6ef3b6a09f731184cc13dedf96c74ab1bebde1b15666d8	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1073
F-000531	- تصنيف الملفات حسب النوع	3bbc526b7743c04137b6b1287ba261e622c398d1477ecbeb9d197b7691d5da9e	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1074
F-000532	- اقتراح أعمدة مناسبة للربط والدمج	3235dd07d3f316885a141be32bd1483a4d26f7163f82a66eca8dc5b338e52fce	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1075
F-000533	- اقتراح دمج الملفات تلقائيًا حسب التشابه	4ca2e95dd73b25d3ea43007c9429e9f3af1f328e573cbe4ce77bf7852a021910	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1076
F-000534	- اقتراح تنظيف بيانات معين	7f6a3a8c81451d799a82f5b32cb6aa0d3cd15f1f7111b313006541c314205bdb	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1077
F-000535	- اقتراح تقسيم ذكي تلقائي للبيانات	b74693f9c8594ae7b0d9e572d48dbb05236f138911280def955a8f7e4f7ace5d	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1078
F-000536	- اقتراح مفاتيح الربط وأنواع الدمج	7c1128d7409a9fbd83f7d5b9934e21a8d6b7d0986e646592a7f02a89807a4b09	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1079
F-000537	- اقتراح أفضل سيناريو دمج للملفات والجداول	0a59513e92b2d6df0c8a5e50b696493598cc6256f15aaefb5879d34337e55c2c	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1080
F-000538	- اقتراح تقسيم البيانات حسب السنة أو فاصل معين	d0e69d35947a9d7cbd68d6435208f593dee2aa8ff3b02ad5e5e2d5a4962a62e8	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1081
F-000539	- اقتراح أعمدة غير مستخدمة للحذف	04cc9acb8b729499dfb1eef51b821981da57578c972f5a4e400a1e19014479c0	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1082
F-000540	- اقتراح دمج أعمدة متعددة	c63bc2b00c5a02cb0acd67c7fc9415769e0c59d254208454e92be06ef18d0b32	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1083
F-000541	- اقتراح دمج جداول وأوراق متعددة	52e06049ab9a0a232190eb665315360a2f255fbbdcf88b8e26be366891f5b84b	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1084
F-000542	- اقتراح مفاتيح الربط والدمج في الوضع السهل والمتقدم	4db6f6777d96abab192b2b53c8fb73fb22aff135a752c5978fb468611dc0397e	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1085
F-000543	- تم اكتشاف 312 عمود متكرر	b986c8b9d515a8a016d79d627064faf7f8f3f494ad547bca75be32220c2ad033	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1086
F-000544	- إعادة تسمية الأوراق بذكاء	f18eb9aac75f637cea8884600ac28a13975d8fc704b66972cdec1f0081c3559d	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1087
F-000545	- ترتيب الأوراق	f84f8a459d317cd7deed7e09fcd02fe3edb2967b80abb586fa7abf740417cfcb	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1088
F-000546	- إنشاء قاعدة تصنيف ذكية للملفات عبر السحب والإفلات	da2761c7a62d22cea01f1d67597f90eeef8b9c8bdcbe76c54df86436259dd0f8	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1089
F-000547	- إنشاء خريطة معرفة (Knowledge Graph) للعلاقات بين الملفات والمفاهيم	956f2b78f69d024d2ac24e5d1617f7023fc8a5bb0135b6088d597c6242f06d42	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1090
F-000548	- تصنيف المستندات حسب المجال والدرجة	7cb35f395a00c561908f51f940b4813e6b07ff9812f5aaaf09a217c029053f4a	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1091
F-000549	- تصنيف البيانات تلقائيا إلى فئات	daced1e963a1f653aa366d7fc99dc3fbedc6f99f869294256b22fc81941c9171	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1092
F-000550	- فهم الجدول كنموذج دلالي وتحديد غرضه التجاري	b342febbee7a3df058ee3757df1b91b6de81d3e46a28ab025b6cb45609a5b294	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1093
F-000551	- تصنيف نوع الجدول تلقائيا سواء مالي أو تخطيطي أو إحصائي	e2bf8cc94e1f6615ccb9048aeb25c9a69931f335fc0ec96d3c887a0c07cc0193	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1094
F-000552	- تصنيف بوسوم وتصنيفات مخصصة	c4ea28538dc0da0a5957f969379a0aef42228930889303b75a33a2e9d80c3faf	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1095
F-000553	- تصنيف تلقائي واستخراج كلمات مفتاحية	cf345bbd9e064158e6b8fb9ee56389c06fbfe7eacf1153634ae5ee1b2d0e25a2	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1096
F-000554	- مطابقة المخططات مع النصوص	7b4761c256a6222d4ccb261e4ef93c78d80d0ea491820517c1bf2565d5ef5595	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1097
F-000555	- مطابقة 1:1 بصريًا دائمًا	60fc8f8412cf0f3706ee9d81091646efacee74fc0b5f4e7b09e07c434f150793	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1098
F-000556	- مطابقة حرفية 1:1	84475994b47961f0a4451aa2a5165e467e91932fe2f0c633561c1c54efdfe9c6	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1099
F-000557	- دعم Pixel-level parity	80f42f7707b5259a87d601b94ec63142bc58d4b0fa9c85f23abdd7fc0826ea19	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1100
F-000558	- إعادة بناءها 1:1	76d417039546e329633ff7e9753b7f832e50c6e705bab67ea8392095179256d0	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1101
F-000559	- مطابقة حرفية 1:1 من أي صيغة إلى أي صيغة	cfba49d9cfb373a1faceee3e18b9d47bd8ce7fb443aa805a647929235b7c8bc9	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1102
F-000560	- مطابقة 1:1 احترافية	2e9b08457949997f20cc1d646b6c15daaf41187154a894c4921dc12533c785c1	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1103
F-000561	- وضع نسخ صارم مطابق رياضياً	186773bdf251c37f041dc42653dd957b897dab4e2a964d238fa8ba33d81fc083	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1104
F-000562	- مقارنة بكسل-بكسل	0e030fdd7b6336f1753cb54e94f59a720987a62a95acdbdc21a3a2c01419d6d9	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1105
F-000563	- إعادة إنتاج خطي مطابق	e81bc3925aed937e9bbb498808ec342472941fbd589f5b9feccb29ad418e4b94	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1106
F-000564	- إعادة إنتاج بصري مطابق بنسبة شبه كاملة	776820dd036a8ba87e29a3d5a1ecb796c87f612a398287003f12e210b1c97d87	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1107
F-000565	- مطابقة دقيقة لمواضع العناصر	cc0686e9821168b5e6702104c2dc475b4333471e5d96dd0d9adf59728198516e	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1108
F-000566	- مطابقة الجداول المعقدة	493b9ffcfba79b728b6d245c9da715459b565c85557d7baa51ea6c62a2dc93a9	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1109
F-000567	- مقارنة بصرية بكسل-بكسل	f6424d0254a5b512126987ae87110097943daa19cb76cefa9b5f19bfdbedd736	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1110
F-000568	- دعم وضع نسخ صارم مطابق رياضياً	483fd6aae349915f53a9ac4aa1f57ec9944b8fc3777d0cc7f5225fde8068ad29	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1111
F-000569	- مطابقة الهوية البصرية العربية	970ae41023b008c4a91842342f099e0a0ebd285590c3c07d12a5cbd14c10e0ad	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1112
F-000570	- إعادة إنتاج بصري مطابق بنسبة عالية	d5bbac475decc7c42c60089e0e1de99d1fd4966305feda3bf4a25350a6d561cc	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1113
F-000571	- إعادة إنتاج مطابق حرفياً 1:1 دون أي اختلاف بصري	81474ee0e450d71fa7921c8c3e49d8bcd5024ff7cb1a8766e128a1b9a82f0cb1	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1114
F-000572	- تطابق المحاذاة الدقيقة للبكسل الواحد	332117bbefa87ac0b4696c5dcb6ab0cdaec7c5ca0d8983a1f9e2010186ea568a	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1115
F-000573	- تطابق بكسل-بكسل (Pixel-to-Pixel Matching)	dce9d987d55d4bd792ea8de2b4647bcadb684603b9735f7723a1795048ebe693	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1116
F-000574	- تطابق بصمة التخطيط الرقمية للمستند	a1d3163cbdb5719db6eceb01128cbc1b203fa5932a38e74e539eec5eed658c4d	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1117
F-000575	- جميع عمليات التحويل تعمل بوضع STRICT 1:1 افتراضياً	c79dc51ecf7d419cb9c5bf482a8110d44876351b739f4563c5a2872adde6187a	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1118
F-000576	- لا يُسمح بتحسينات جمالية تلقائية في وضع 1:1	8f11adac6fdc251d9ae8aa50550401a954f6fa4bb4b582e441da48d021c0f51e	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1119
F-000577	- الناتج يجب أن يكون مطابقاً هيكلياً وبصرياً ورياضياً	977dadf041fb1a7523419100ddb5789098807fe822f3b13bc1be25054b382473	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1120
F-000578	- إعادة بناء مطابق بكسل-بكسل	d88d05fdb3c0ea0e4cf590c83e3f679f93cb4773f5b68a9d4e76623571ca48d6	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1121
F-000579	- إعادة بناء مطابق حرفياً	fe69ffe7d722551494acc47278d3d5d5f29b2e8abb6fc0a76db32fcf5c933911	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1122
F-000580	- تطابق الإحداثيات حتى مستوى البكسل	cf45db509c11d7084064f0a79f1efea809557e33ec84acab9b0370c2a1c95eb3	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1123
F-000581	- مقارنة بكسل-بكسل إلزامية	db1bd2d854c4eca5ac45deadaffcbbed2e8128c52d256c56758f1c0ea110473a	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1124
F-000582	- مقارنة بصمة التخطيط	9e3323c06ae3c2d5fa43c5d2af3aab2a093d7733e561ef98fc5cbc9287ccf545	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1125
F-000583	- تسجيل تقرير مطابقة رقمي	f2d7c8524e1a5823aafe1d0a96545bfd6c2bfd2df2dea6bfa8341722205edcbe	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1126
F-000584	- تحديد مستوى النسخ المطابق لكل طلب	9a7c298fe7ef1c1c1d42d3a6b4566416aade35d4d53ab1ed52be985684a6d5fc	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1127
F-000585	- انحراف بكسل لا يتجاوز ‎0.1%‎	148aca764b19aa31383205b79e52e60e6f547eb9599d616d16f7025f6676fa86	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1128
F-000586	- تطابق بصمة هيكلية ≥ ‎0.999‎	f7289cc81099e6c869226aaa11204262518cfb311fb1ec66cce7b712d3dace56	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1129
F-000587	- الحفاظ على عرض الأعمدة بالبكسل	f347172e0bf747c791d20665de49eb7163a14c9a5c1c56b1eb2c93cf446455e5	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1130
F-000588	- مطابقة بصرية مكافئة بدلاً من مطابقة بكسلية	d779b46985a88e08eba813e7f54f6a2ea4fb4f2cdb951bb4ad4cbb7e80a367ac	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1131
F-000589	- انحراف بكسلي لا يتجاوز ‎0.1%‎	b81005d010013cd2a753975011d1452179abbaa0f4db01d6a18d9081f9b24a5c	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1132
F-000590	- تحقق مزدوج: بكسل + بصمة هيكلية ≥ ‎0.999‎	d3b3de2bc4cb9d6fb1ceee1cae568c7b4c1a4869cd120a763a88b98c3c4b50eb	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1133
F-000591	- تقييم DAG للمعادلات	73920d436aae8f35be16dca7c7826d2e7511850dc12ac697819be95be8a05583	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1134
F-000592	- النسخ الصارم ينتج مطابقة 1:1	ff58c69a580548ca279300f7c7b0bdff36d8533c4568868108fe3ec9100feaed	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1135
F-000593	- يحافظ على المطابقة 1:1 الصارمة	cc71684e13b32fc8cde75ff6f532124297d9348926ef1d2f5c855b47dcc25049	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1136
F-000594	- مطابقة 1:1 رياضية	a25177eb0c54565fae0175bc971a6c772c957dd467dabeba583c944b86c57ca5	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1137
F-000595	- إعادة بناء Formula DAG	b5005c73700968a9828183eef90c7f7c73700aecbc4bb83eaddb26b4a045e9e5	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1138
F-000596	- الحفاظ على pixel column width	2f17bb00ef4b3dfefdae29508c3065750c60cbb7377822c381a709b0d77de64c	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1139
F-000597	- الحفاظ على مطابقة هندسية مطلقة	763e5e1533e9cc66d5bf962f8833beecc2ad2a721316b0e53e02e2d53a274fc5	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1140
F-000598	- يتم التحقق من هذه العلاقات وليس فقط البكسل	08d0ebae515eede7a15f933617f1249fe4d17359426886f59c6e2d8de4169bb1	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1141
F-000599	- دعم المصفوفات الديناميكية	2adea009d9974bac67dca20d0cd69b2b4b2c51e1fc5347d42d0d6e6dd992b169	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1142
F-000600	- التعرف على الخطوط المستخدمة ومطابقتها	953c09716434e1c488dbba4544283851710984fb569272179edaf9fc24442eb1	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1143
F-000601	- تمثيل موحد داخلي لجميع أنواع المستندات بسبع طبقات	3d847826f5be93a557f96524b129238dd633578d19a7973c67e213e031b48504	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1144
F-000602	- تجميد التمثيل الداخلي بعد اكتماله ومنع تعديله	a4430a5f4424d64c6ca1d712ebc3be1df399affb65328c258e78b4c128ff899e	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1145
F-000603	- واجهة استعلام باللغة الطبيعية (NLQ).	6cc6f41fa7e353dada8c7c25854e0cfc400905b1ea30446c98d4b6718580a8a1	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1146
F-000604	- تصنيف الملفات بالذكاء الاصطناعي	af799daf003d08785b8f4a8c3d814d0062b332b2d5f362822ffe8d6e4a57356f	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1147
F-000605	- تصنيف ذكي للملفات حسب الأهمية	818db2e025761f6f0fe2012247ae2e9ee4e270e22d77955f8f6280e8440d796f	Data Engine	1.4 تصنيف الملفات بالذكاء الاصطناعي	1148
F-000606	- عرض أسماء الملفات والأوراق والأعمدة	95e80da8f252c8603411d03bc03308cfd986f7b5efff77a9a599c528742d9193	Data Engine	1.5 القراءة التفاعلية	1154
F-000607	- إذا طلب المستخدم الأعمدة فقط يعرضها فقط	cc611abe5d383de086d5d90240335101d2e64af131dcc6c22b7b17edecbb495e	Data Engine	1.5 القراءة التفاعلية	1155
F-000608	- إذا سأل عن العلاقات يعرض خريطة العلاقات	ec563d22c64db0fb1eab765061fb48f293900cb883d5e02cd20dcbc55d554b7f	Data Engine	1.5 القراءة التفاعلية	1156
F-000609	- يمكن بالسحب والإفلات الدمج مباشرة	a464d07273be629cb91c35dec5ae63c4f82a18f0f9b3053c21ca48b864d5336c	Data Engine	1.5 القراءة التفاعلية	1157
F-000610	- إنشاء قصة بيانات (Data Storytelling)	5d24512b753ef6baeb99c93a440520697a62cab55b30b80d262689c767f5096f	Data Engine	1.5 القراءة التفاعلية	1158
