FEATURE_ID	FEATURE_TEXT	SOURCE_SECTION	SOURCE_LINE
F-000704	- تحديد أهم الأعمدة المؤثرة في المقاييس	1.6 مركز التحكم بالأعمدة	1257
F-000705	- كشف الأعمدة المتضاربة	1.6 مركز التحكم بالأعمدة	1258
F-000706	- دمج جدولين أو أكثر مع اختيار نوع الدمج	1.7 إدارة الجداول	1264
F-000707	- تقسيم حسب الأعمدة أو الصفوف أو السنة أو الفئة أو الفرع	1.7 إدارة الجداول	1265
F-000708	- تقسيم ملف ضخم إلى ملفات مستقلة	1.7 إدارة الجداول	1266
F-000709	- تقسيم ذكي تلقائي يقترح أفضل طريقة	1.7 إدارة الجداول	1267
F-000710	- إنشاء جداول تلخيصية وجداول محورية	1.7 إدارة الجداول	1268
F-000711	- دمج وفصل أوراق العمل	1.7 إدارة الجداول	1269
F-000712	- إنشاء جدول من وصف نصي بالذكاء الاصطناعي	1.7 إدارة الجداول	1270
F-000713	- حفظ الجداول كقوالب قابلة لإعادة الاستخدام	1.7 إدارة الجداول	1271
F-000714	- إنشاء أعمدة محسوبة ومشتقة	1.7 إدارة الجداول	1272
F-000715	- إنشاء جدول مقارنة وجداول مالية وجداول نهائية منظمة	1.7 إدارة الجداول	1273
F-000716	- تجميع (Group By) وجمع جدول من جدول (Aggregation)	1.7 إدارة الجداول	1274
F-000717	- فصل جدول كبير إلى جداول أصغر وتقسيم الملفات الكبيرة	1.7 إدارة الجداول	1275
F-000718	- دمج أوراق متعددة في جدول واحد ودمج ملفات متشابهة	1.7 إدارة الجداول	1276
F-000719	- تغيير نوع البيانات وتوحيد تنسيق التاريخ والعملات	1.7 إدارة الجداول	1277
F-000720	- إزالة أعمدة غير مهمة واستبعاد أعمدة	1.7 إدارة الجداول	1278
F-000721	- إنشاء مكتبة بيانات منظمة من الملفات المرفوعة	1.7 إدارة الجداول	1279
F-000722	- إنشاء مستودع بيانات مؤقت ودمجه مع بيانات حديثة	1.7 إدارة الجداول	1280
F-000723	- إنشاء جدول مركزي وجدول موحد كبير	1.7 إدارة الجداول	1281
F-000724	- دمج أي عمود مع أي عمود وأي جدول مع أي جدول	1.7 إدارة الجداول	1282
F-000725	- إنشاء نسخ خفيفة للتحليل من ملفات ضخمة	1.7 إدارة الجداول	1283
F-000726	- إدارة البيانات: إنشاء Dataset، تعريف Metric، اقتراح تنظيف	1.7 إدارة الجداول	1284
F-000727	- دعم الجداول الضخمة عبر البث التدريجي	1.7 إدارة الجداول	1285
F-000728	- بث جداول ضخمة تدريجياً	1.7 إدارة الجداول	1286
F-000729	- إعادة حساب متعددة الخيوط	1.7 إدارة الجداول	1287
F-000730	- إعادة حساب حتمية قابلة للتكرار	1.7 إدارة الجداول	1288
F-000731	- تسريع معالجة مليارات الصفوف	1.7 إدارة الجداول	1289
F-000732	- محرك تجميع لحظي	1.7 إدارة الجداول	1290
F-000733	- آلية تجميع مسبق ذكية	1.7 إدارة الجداول	1291
F-000734	- طبقة تجميع مسبق ذكية	1.7 إدارة الجداول	1292
F-000735	- اكتشاف الجداول داخل الشيت حتى لو لم تكن منسقة	1.7 إدارة الجداول	1293
F-000736	- تجاهل الصفوف غير المهمة (عناوين، ملاحظات)	1.7 إدارة الجداول	1294
F-000737	- سحب عمود من ملف وإفلاته في ملف آخر لربطهما	1.7 إدارة الجداول	1295
F-000738	- تقسيم عمود إلى عدة أعمدة	1.7 إدارة الجداول	1296
F-000739	- إنشاء جدول جديد من الصفر	1.7 إدارة الجداول	1297
F-000740	- توليد جدول تلقائيًا من وصف نصي	1.7 إدارة الجداول	1298
F-000741	- بإنشاء جدول ملخص	1.7 إدارة الجداول	1299
F-000742	- تلخيص ملف ضخم في صفحة واحدة	1.7 إدارة الجداول	1300
F-000743	- تحليل نصوص داخل Excel (تعليقات – ملاحظات)	1.7 إدارة الجداول	1301
F-000744	- محرك الذكاء الاصطناعي لمعالجة وتحليل ملفات Excel بكبسة زر	1.7 إدارة الجداول	1302
F-000745	- إنشاء جدول ملخص	1.7 إدارة الجداول	1303
F-000746	- تجميع حسب عمود	1.7 إدارة الجداول	1304
F-000747	- دمج كل الشيتات المتشابهة	1.7 إدارة الجداول	1305
F-000748	- توحيد تنسيق جميع الشيتات	1.7 إدارة الجداول	1306
F-000749	- فصل أوراق تلقائيًا	1.7 إدارة الجداول	1307
F-000750	- إنشاء شيت لكل فرع	1.7 إدارة الجداول	1308
F-000751	- إنشاء شيت لكل سنة	1.7 إدارة الجداول	1309
F-000752	- إنشاء شيت لكل فئة	1.7 إدارة الجداول	1310
F-000753	- تقسيم حسب الصفوف	1.7 إدارة الجداول	1311
F-000754	- محرك تركيب الجداول (SheetForge) لإنشاء جداول مخصصة من ملفات Excel	1.7 إدارة الجداول	1312
F-000755	- Table Composer يبني Dataset موحّد	1.7 إدارة الجداول	1313
F-000756	- إنشاء sheet محاكاة بثلاث أعمدة وصفين ثابتين عند عدم وجود sheets	1.7 إدارة الجداول	1314
F-000757	- حساب totalRows و maxCols من metadata للـ sheets	1.7 إدارة الجداول	1315
F-000758	- نظام إدارة الجداول الضخم (Massive Table Engine)	1.7 إدارة الجداول	1316
F-000759	- دمج غير محدود للجداول	1.7 إدارة الجداول	1317
F-000760	- دمج متعدد المستويات	1.7 إدارة الجداول	1318
F-000761	- دمج عبر ملفات مختلفة	1.7 إدارة الجداول	1319
F-000762	- دمج ذكي تلقائي	1.7 إدارة الجداول	1320
F-000763	- تقسيم حسب شرط أو فئة	1.7 إدارة الجداول	1321
F-000764	- تقسيم ملف ضخم إلى عدة ملفات	1.7 إدارة الجداول	1322
F-000765	- إنشاء جدول محوري	1.7 إدارة الجداول	1323
F-000766	- ترتيب النتائج	1.7 إدارة الجداول	1324
F-000767	- طلب إنشاء جداول وتحليلات عند الطلب	1.7 إدارة الجداول	1325
F-000768	- اكتشاف Dimensions و Measures	1.7 إدارة الجداول	1326
F-000769	- اكتشاف علاقات الجداول	1.7 إدارة الجداول	1327
F-000770	- كشف مفاتيح أولية ومركبة	1.7 إدارة الجداول	1328
F-000771	- اكتشاف الوقت والتراتبية الزمنية	1.7 إدارة الجداول	1329
F-000772	- اقتراح Star Schema تلقائي	1.7 إدارة الجداول	1330
F-000773	- اقتراح Snowflake Schema عند الحاجة	1.7 إدارة الجداول	1331
F-000774	- اقتراح Aggregation Logic	1.7 إدارة الجداول	1332
F-000775	- اقتراح Grouping تلقائي	1.7 إدارة الجداول	1333
F-000776	- إعادة توزيع الحقول حسب الاستخدام	1.7 إدارة الجداول	1334
F-000777	- إعادة بناء الهيكل	1.7 إدارة الجداول	1335
F-000778	- تطابق الجداول المعقدة وهيكلها بالكامل	1.7 إدارة الجداول	1336
F-000779	- تطابق الجداول متعددة الصفحات	1.7 إدارة الجداول	1337
F-000780	- تطابق تنسيقات الخلايا	1.7 إدارة الجداول	1338
F-000781	- تطابق صيغ المعادلات	1.7 إدارة الجداول	1339
F-000782	- تطابق دقة الأرقام	1.7 إدارة الجداول	1340
F-000783	- تطابق المخططات البيانية بكل محاورها وبياناتها وتسلسلها	1.7 إدارة الجداول	1341
F-000784	- تطابق المخططات البيانية	1.7 إدارة الجداول	1342
F-000785	- تحديد أنواع العمليات	1.7 إدارة الجداول	1343
F-000786	- تخصيص تنسيق الجداول	1.7 إدارة الجداول	1344
F-000787	- اختيار مستوى التحليل	1.7 إدارة الجداول	1345
F-000788	- تحويل الجداول المحورية إلى جداول عادية والعكس	1.7 إدارة الجداول	1346
F-000789	- حساب أعمدة جديدة من أعمدة موجودة بمعادلات	1.7 إدارة الجداول	1347
F-000790	- إضافة أعمدة جديدة بناء على معادلات	1.7 إدارة الجداول	1348
F-000791	- حذف أعمدة متعددة دفعة واحدة	1.7 إدارة الجداول	1349
F-000792	- نقل الأعمدة وإعادة ترتيبها بالسحب والإفلات	1.7 إدارة الجداول	1350
F-000793	- تغيير نوع بيانات العمود	1.7 إدارة الجداول	1351
F-000794	- إخفاء أعمدة مع إبقائها في البيانات	1.7 إدارة الجداول	1352
F-000795	- دمج جداول متعددة بناء على أعمدة مشتركة	1.7 إدارة الجداول	1353
F-000796	- ربط جداول من ملفات مختلفة بعلاقات	1.7 إدارة الجداول	1354
F-000797	- إنشاء جداول محورية تفاعلية	1.7 إدارة الجداول	1355
F-000798	- تجميع البيانات وحساب المجاميع والمتوسطات	1.7 إدارة الجداول	1356
F-000799	- إنشاء أعمدة محسوبة ديناميكية تتحدث تلقائيا	1.7 إدارة الجداول	1357
F-000800	- إنشاء أوراق عمل جديدة داخل الملف	1.7 إدارة الجداول	1358
F-000801	- نسخ أوراق العمل بين الملفات	1.7 إدارة الجداول	1359
F-000802	- إعادة تسمية أوراق العمل	1.7 إدارة الجداول	1360
F-000803	- حذف أوراق العمل مع خيار الاحتفاظ بنسخة	1.7 إدارة الجداول	1361
F-000804	- ترتيب أوراق العمل بالسحب والإفلات	1.7 إدارة الجداول	1362
F-000805	- تقسيم ملف كبير إلى ملفات أصغر بناء على معايير	1.7 إدارة الجداول	1363
F-000806	- دمج ملفات متعددة في ملف واحد	1.7 إدارة الجداول	1364
F-000807	- تتبع التغييرات في الملف مع إمكانية التراجع	1.7 إدارة الجداول	1365
F-000808	- حفظ نسخ احتياطية تلقائية	1.7 إدارة الجداول	1366
F-000809	- عمليات جاهزة للدمج والإلحاق والربط والتقسيم والتدوير وعكس التدوير	1.7 إدارة الجداول	1367
F-000810	- اقتراح مفاتيح الربط تلقائيا مع معالجة اختلاف التهجئة والتنسيق	1.7 إدارة الجداول	1368
F-000811	- إعداد أوراق جاهزة للتحليل ولمؤشرات الأداء	1.7 إدارة الجداول	1369
F-000812	- نشر لقواعد البيانات مع اقتراح المفاتيح والفهارس والقيود	1.7 إدارة الجداول	1370
F-000813	- اكتشاف المفتاح الأساسي تلقائيا	1.7 إدارة الجداول	1371
F-000814	- اكتشاف الربط الذكي بين الجداول	1.7 إدارة الجداول	1372
F-000815	- بناء رسم بياني كامل لاعتماديات المعادلات	1.7 إدارة الجداول	1373
F-000816	- الحفاظ الكامل على هندسة الجداول المحورية	1.7 إدارة الجداول	1374
F-000817	- الحفاظ على حالات الفلترة	1.7 إدارة الجداول	1375
F-000818	- تحويل وصف الأعمال إلى جداول محورية	1.7 إدارة الجداول	1376
F-000819	- توليد نماذج متعددة الأوراق من وصف نصي	1.7 إدارة الجداول	1377
F-000820	- توليد جداول توقعات من البيانات	1.7 إدارة الجداول	1378
F-000821	- بناء جداول لوحات مؤشرات تلقائيا	1.7 إدارة الجداول	1379
F-000822	- توليد قوائم مالية تلقائيا	1.7 إدارة الجداول	1380
F-000823	- توليد متتبعات مؤشرات أداء تلقائيا	1.7 إدارة الجداول	1381
F-000824	- توليد نماذج سيناريوهات تلقائيا	1.7 إدارة الجداول	1382
F-000825	- إعادة بناء جداول محورية ذكية من جداول مسطحة	1.7 إدارة الجداول	1383
F-000826	- تحويل أوراق الجداول إلى كتل لوحة مؤشرات تلقائيا	1.7 إدارة الجداول	1384
F-000827	- ربط المقاييس والأبعاد تلقائيا	1.7 إدارة الجداول	1385
F-000828	- الحفاظ على منطق الجداول المحورية	1.7 إدارة الجداول	1386
F-000829	- شرائح تسحب بيانات حية من المنصة مع تحديث مجدول	1.7 إدارة الجداول	1387
F-000830	- إنشاء جداول داخلية كمصدر بيانات أصلي	1.7 إدارة الجداول	1388
F-000831	- أنواع حقول متعددة تشمل النص والرقم والتاريخ والاختيار والمستخدم والملف والعلاقة والمحسوب	1.7 إدارة الجداول	1389
F-000832	- علاقات بين الجداول مع بحث وتجميع	1.7 إدارة الجداول	1390
F-000833	- عروض متعددة تشمل الشبكة ولوحة كانبان والتقويم والتجميع والتدوير	1.7 إدارة الجداول	1391
F-000834	- حقول محسوبة وتجميعية	1.7 إدارة الجداول	1392
F-000835	- نماذج إدخال مع قواعد إظهار الحقول	1.7 إدارة الجداول	1393
F-000836	- أنواع حقول تشمل النص والرقم والتاريخ والاختيار والملف والصورة والتوقيع والموقع الجغرافي	1.7 إدارة الجداول	1394
F-000837	- ربط الاستجابة بجدول مخصص أو كيان أو مراسلة	1.7 إدارة الجداول	1395
F-000838	- نسخ سابقة مع مقارنة بين الإصدارات	1.7 إدارة الجداول	1396
F-000839	- سلة محذوفات مع إمكانية الاسترجاع	1.7 إدارة الجداول	1397
F-000840	- ربط الملفات بأي كيان مثل مراسلة أو تقرير	1.7 إدارة الجداول	1398
F-000841	- استخراج جداول وكيانات وأرقام من المستندات	1.7 إدارة الجداول	1399
F-000842	- إدارة الإصدارات	1.7 إدارة الجداول	1400
F-000843	- الحصول على مخططات تفاعلية ومؤشرات أداء رئيسية ورؤى.	1.7 إدارة الجداول	1401
F-000844	- بناء تخطيطات مؤشرات الأداء الرئيسية والمخططات والفلاتر والرؤى المكتوبة تلقائيًا.	1.7 إدارة الجداول	1402
F-000845	- استكشاف البيانات باللغة الإنجليزية البسيطة والحصول على مخططات وجداول وشروحات على الفور.	1.7 إدارة الجداول	1403
F-000846	- تحليل وتصور وإعداد تقارير وبحث وتقديم.	1.7 إدارة الجداول	1404
F-000847	- إنشاء تصورات مرئية بسرعة.	1.7 إدارة الجداول	1405
F-000848	- عشرة فلاتر تاريخ مدمجة مسبقًا.	1.7 إدارة الجداول	1406
F-000849	- إنشاء نماذج دلالية تلقائيًا من مساحات العمل.	1.7 إدارة الجداول	1407
F-000850	- مراقبة أهم مؤشرات الأداء الرئيسية ومقاييس الأعمال في الوقت الفعلي.	1.7 إدارة الجداول	1408
F-000851	- الوصول إلى البيانات وتحليلها وتصورها في الوقت الفعلي.	1.7 إدارة الجداول	1409
F-000852	- إنشاء تصورات بيانات مخصصة.	1.7 إدارة الجداول	1410
F-000853	- إنشاء نموذج دلالي تلقائي.	1.7 إدارة الجداول	1411
F-000854	- تسريع إعداد البيانات لرؤى الذكاء الاصطناعي الموثوقة.	1.7 إدارة الجداول	1412
F-000855	- التخلص من عنق الزجاجة في إعداد البيانات.	1.7 إدارة الجداول	1413
F-000856	- استكشاف البيانات بشكل حدسي.	1.7 إدارة الجداول	1414
F-000857	- استكشاف البيانات الديناميكي.	1.7 إدارة الجداول	1415
F-000858	- واجهة استكشاف بيانات تفاعلية.	1.7 إدارة الجداول	1416
F-000859	- السماح للمستخدمين بالتفاعل مع البيانات في الوقت الفعلي دون تخطيط مسارات التحليل مسبقًا.	1.7 إدارة الجداول	1417
F-000860	- استبدال جداول البيانات.	1.7 إدارة الجداول	1418
F-000861	- إنشاء تصورات بيانات تفاعلية غنية.	1.7 إدارة الجداول	1419
F-000862	- استكشاف البيانات بحرية في أي اتجاه.	1.7 إدارة الجداول	1420
F-000863	- إنشاء وإعداد بيانات بمساعدة الذكاء الاصطناعي.	1.7 إدارة الجداول	1421
F-000864	- بناء نماذج بيانات مرنة وقابلة لإعادة الاستخدام.	1.7 إدارة الجداول	1422
F-000865	- إنشاء لوحات فرعية	1.7 إدارة الجداول	1423
F-000866	- تضمين اللوحات في مواقع أخرى	1.7 إدارة الجداول	1424
F-000867	- إنشاء صفحات تقرير كاملة في ثوانٍ	1.7 إدارة الجداول	1425
F-000868	- إنشاء تقارير ديناميكية	1.7 إدارة الجداول	1426
F-000869	- إنشاء تصورات ديناميكية	1.7 إدارة الجداول	1427
F-000870	- إنشاء ملخصات ديناميكية	1.7 إدارة الجداول	1428
F-000871	- إنشاء الشرائح تلقائيًا	1.7 إدارة الجداول	1429
F-000872	- ترجمة تلقائية للوحات المعلومات الحية والإجابات	1.7 إدارة الجداول	1430
F-000873	- منشئ لوحة المعلومات بالسحب والإفلات	1.7 إدارة الجداول	1431
F-000874	- مراقبة المقاييس الرئيسية باستمرار وتنبيهك عند حدوث تغيير كبير	1.7 إدارة الجداول	1432
F-000875	- تقسيم وتقطيع المقاييس غير ذات الصلة من تطبيقات مختلفة تمامًا لإنشاء رؤى جديدة تمامًا	1.7 إدارة الجداول	1433
F-000876	- إنشاء الجداول	1.7 إدارة الجداول	1434
F-000877	- إنشاء المخططات الانسيابية والجداول الزمنية	1.7 إدارة الجداول	1435
F-000878	- إنشاء المخططات والرسوم البيانية	1.7 إدارة الجداول	1436
F-000879	- إنشاء الخرائط	1.7 إدارة الجداول	1437
F-000880	- مكتبة المخططات والخرائط	1.7 إدارة الجداول	1438
F-000881	- المخططات والخرائط الذهنية الذكية	1.7 إدارة الجداول	1439
F-000882	- المخططات التفاعلية والتي يمكن الوصول إليها	1.7 إدارة الجداول	1440
F-000883	- مكتبة المخططات والخرائط المتخصصة (أكثر من 35 نوعًا من المخططات ، وأكثر من 800 خريطة)	1.7 إدارة الجداول	1441
F-000884	- خرائط مخصصة	1.7 إدارة الجداول	1442
F-000885	- إدارة الجداول	1.7 إدارة الجداول	1443
F-000886	- دمج الجداول لإنشاء رسوم بيانية مخصصة	1.7 إدارة الجداول	1444
F-000887	- ربط البيانات المتفرقة عبر جداول متعددة	1.7 إدارة الجداول	1445
F-000888	- إنشاء أعمدة علاقات (Relation Columns) لربط الجداول	1.7 إدارة الجداول	1446
F-000889	- دمج المرئيات والرسوم البيانية	1.7 إدارة الجداول	1447
F-000890	- إنشاء جداول داخل المستندات	1.7 إدارة الجداول	1448
F-000891	- إنشاء جداول ورسوم بيانية ثابتة وتفاعلية	1.7 إدارة الجداول	1449
F-000892	- إنشاء جدول بيانات Excel لتتبع النفقات الشهرية	1.7 إدارة الجداول	1450
F-000893	- إنشاء تصورات بيانات معقدة من أوامر بسيطة	1.7 إدارة الجداول	1451
F-000894	- إنشاء تصورات للبيانات كملفات صور (PNG)	1.7 إدارة الجداول	1452
F-000895	- إنشاء جداول بيانات Excel ونماذج مالية بصيغ عاملة	1.7 إدارة الجداول	1453
F-000896	- إنشاء عرض جدول تفاعلي تلقائيًا	1.7 إدارة الجداول	1454
F-000897	- إنشاء مخططات من الجداول	1.7 إدارة الجداول	1455
F-000898	- إنشاء مخططات ورسوم بيانية وجداول زمنية ورسوم بيانية	1.7 إدارة الجداول	1456
F-000899	- إنشاء مرئيات دقيقة وذات صلة تلقائيًا	1.7 إدارة الجداول	1457
F-000900	- إنشاء مسودات أولى للمستندات	1.7 إدارة الجداول	1458
F-000901	- إنشاء مسودات مخصصة للاحتياجات المحددة	1.7 إدارة الجداول	1459
F-000902	- إنشاء مسودة تقرير كاملة من بضع جمل	1.7 إدارة الجداول	1460
F-000903	- إنشاء مسودة كاملة بناءً على تفاصيل أساسية	1.7 إدارة الجداول	1461
F-000904	- إنشاء هيكل تلقائي للملخصات والتقارير	1.7 إدارة الجداول	1462
F-000905	- إنشاء وتحرير الملفات مباشرة في المحادثات	1.7 إدارة الجداول	1463
F-000906	- القدرة على تحرير المسودة التي تم إنشاؤها لتلبية الاحتياجات بشكل أفضل	1.7 إدارة الجداول	1464
F-000907	- المساعدة في إنشاء نماذج بيانات محسّنة	1.7 إدارة الجداول	1465
F-000908	- تتبع التفاصيل المحددة داخل المستند عبر طرح الأسئلة	1.7 إدارة الجداول	1466
F-000909	- تحديث أشرطة التقدم تلقائيًا أثناء العمل	1.7 إدارة الجداول	1467
F-000910	- تحديث النص ديناميكيًا بناءً على معايير أو حسابات محددة	1.7 إدارة الجداول	1468
F-000911	- تحليل البيانات من ملفات Excel و CSV و PDF و JSON	1.7 إدارة الجداول	1469
F-000912	- تحويل البيانات إلى مخططات شريطية ودائرية وخطية احترافية	1.7 إدارة الجداول	1470
F-000913	- تحويل البيانات الأولية إلى قصص جاهزة للعرض تلقائيًا	1.7 إدارة الجداول	1471
F-000914	- تحويل البيانات المملة إلى مرئيات جذابة تحكي قصة	1.7 إدارة الجداول	1472
F-000915	- تحويل البيانات غير المنظمة إلى روايات منظمة ولوحة معلومات تفاعلية	1.7 إدارة الجداول	1473
F-000916	- تنظيف البيانات وتحليلها الفوري	1.7 إدارة الجداول	1474
F-000917	- هيكلة التقارير تلقائياً	1.7 إدارة الجداول	1475
F-000918	- استخراج جدول موحد من ملفات متعددة	1.7 إدارة الجداول	1476
F-000919	- تحويل ملف Excel إلى نظام متابعة دائم	1.7 إدارة الجداول	1477
F-000920	- BI على مستوى المؤسسة	1.7 إدارة الجداول	1478
F-000921	- Canvas فارغ — يسحب المستخدم: ملف, عمود, فلتر, عملية حسابية, علاقة ربط	1.7 إدارة الجداول	1479
F-000922	- زر واحد: تنظيف البيانات, دمجها, إنشاء مؤشرات, إنشاء داشبورد, كتابة تقرير, إنشاء عرض تقديمي, اقتراح توصيات	1.7 إدارة الجداول	1480
F-000923	- إنشاء جداول جديدة	1.7 إدارة الجداول	1481
F-000924	- إضافة أوراق مؤشرات	1.7 إدارة الجداول	1482
F-000925	- إصدار تقارير احترافية من الجداول	1.7 إدارة الجداول	1483
F-000926	- إنشاء جدول أداء شهري تلقائي	1.7 إدارة الجداول	1484
F-000927	- اكتشاف الجداول داخل ورقة العمل حتى لو لم تكن منسقة	1.7 إدارة الجداول	1485
F-000928	- إنشاء جداول ذكية	1.7 إدارة الجداول	1486
F-000929	- ربط جدول بنتائج جدول آخر	1.7 إدارة الجداول	1487
F-000930	- مشاركة جدول مع فريق	1.7 إدارة الجداول	1488
F-000931	- تحويل جدول إلى نموذج إدخال بيانات	1.7 إدارة الجداول	1489
F-000932	- استخراج جميع الجداول حتى لو كانت غير منظمة	1.7 إدارة الجداول	1490
F-000933	- إنشاء جدول موحد كبير	1.7 إدارة الجداول	1491
F-000934	- استخراج الجداول من الصور وتحويلها لجداول قابلة للتحليل	1.7 إدارة الجداول	1492
F-000935	- دمج أي عدد من الجداول والأوراق في جدول واحد	1.7 إدارة الجداول	1493
F-000936	- فصل أي جدول إلى جداول أصغر	1.7 إدارة الجداول	1494
F-000937	- تنسيق وتجميل الجداول وأوراق العمل	1.7 إدارة الجداول	1495
F-000938	- إعادة تسمية وترتيب الأوراق بذكاء	1.7 إدارة الجداول	1496
F-000939	- عرض أسماء وأعداد صفوف الأوراق	1.7 إدارة الجداول	1497
F-000940	- نظام إدارة الجداول (Table Operations)	1.7 إدارة الجداول	1498
F-000941	- تقسيم الجداول حسب الصفوف	1.7 إدارة الجداول	1499
F-000942	- إنشاء جداول فرعية	1.7 إدارة الجداول	1500
F-000943	- استيعاب ومعالجة أي عدد من الصفوف (ملايين أو مليارات)	1.7 إدارة الجداول	1501
F-000944	- إنشاء جداول وتحليلات عند الطلب	1.7 إدارة الجداول	1502
F-000945	- إنشاء جدول مقارنة	1.7 إدارة الجداول	1503
F-000946	- إنشاء جدول محوري (Pivot Table)	1.7 إدارة الجداول	1504
F-000947	- تحويل نطاق محدد إلى جدول رسمي	1.7 إدارة الجداول	1505
F-000948	- إدارة أوراق العمل	1.7 إدارة الجداول	1506
F-000949	- تعديل وتخصيص الجداول وتنسيقاتها	1.7 إدارة الجداول	1507
F-000950	- إدراج جداول تفاعلية	1.7 إدارة الجداول	1508
F-000951	- توليد جداول عند الطلب	1.7 إدارة الجداول	1509
F-000952	- مخرجات قابلة للتعديل بالكامل بعد الإنشاء	1.7 إدارة الجداول	1510
F-000953	- معالجة وتحليل ملايين الصفوف في ثوانٍ معدودة	1.7 إدارة الجداول	1511
F-000954	- إعادة بناء لوحات المعلومات والتقارير والعروض التقديمية من الصور والملفات المختلفة	1.7 إدارة الجداول	1512
F-000955	- إنشاء لوحات معلومات تدعم مليارات الصفوف	1.7 إدارة الجداول	1513
F-000956	- عكس الجداول (Table Inversion)	1.7 إدارة الجداول	1514
F-000957	- قواعد لإعادة تدفق الجداول (Table Reflow)	1.7 إدارة الجداول	1515
F-000958	- عزل على مستوى الصف (Row-level isolation)	1.7 إدارة الجداول	1516
F-000959	- عرض محلي للوحات المعلومات مع مليون صف	1.7 إدارة الجداول	1517
F-000960	- تقديرات الجدول الزمني	1.7 إدارة الجداول	1518
F-000961	- مصفوفة المخاطر لكل مرحلة	1.7 إدارة الجداول	1519
F-000962	- مصفوفة التحقق	1.7 إدارة الجداول	1520
F-000963	- جدول تخصيص CIDR	1.7 إدارة الجداول	1521
F-000964	- جدول ربط IRSA	1.7 إدارة الجداول	1522
F-000965	- تشغيل المهام المجدولة وسير العمليات الطويلة	1.7 إدارة الجداول	1523
F-000966	- إعداد تقارير مجدولة أو عند الطلب	1.7 إدارة الجداول	1524
F-000967	- إعادة ترتيب الجداول والمخططات تلقائياً	1.7 إدارة الجداول	1525
F-000968	- جدولة التقارير وإرسالها تلقائياً	1.7 إدارة الجداول	1526
F-000969	- تحويل جداول معقدة إلى رسوم بيانية	1.7 إدارة الجداول	1527
F-000970	- مطابقة الجداول المعقدة ومتعددة الصفحات وهيكلها بالكامل	1.7 إدارة الجداول	1528
F-000971	- آلة افتراضية لجداول البيانات (Spreadsheet Virtual Machine)	1.7 إدارة الجداول	1529
F-000972	- بث وتدفق جداول البيانات الضخمة تدريجياً	1.7 إدارة الجداول	1530
F-000973	- إعادة بناء الجداول المحورية	1.7 إدارة الجداول	1531
F-000974	- محرك تنفيذ جداول البيانات (Spreadsheet Execution Engine)	1.7 إدارة الجداول	1532
F-000975	- الحفاظ على الأوراق المخفية (Hidden sheets)	1.7 إدارة الجداول	1533
F-000976	- إعادة بناء لوحات معلومات تفاعلية 1:1 من الصور ولقطات الشاشة	1.7 إدارة الجداول	1534
F-000977	- محرك لوحات معلومات تفاعلية من الصور (Image → Editable Dashboard Engine)	1.7 إدارة الجداول	1535
F-000978	- محرك بيانات فائق (Lakehouse, Apache Arrow, DuckDB, ClickHouse)	1.7 إدارة الجداول	1536
F-000979	- توقع وفصل رأس وتذييل الجدول (header/body separation)	1.7 إدارة الجداول	1537
F-000980	- إعادة جدولة العمليات	1.7 إدارة الجداول	1538
F-000981	- محرك جداول بيانات مستقل (Autonomous Spreadsheet Engine)	1.7 إدارة الجداول	1539
F-000982	- تحليل الاعتمادية بين أوراق العمل المختلفة	1.7 إدارة الجداول	1540
F-000983	- تحميل أوراق عمل تحتوي على أكثر من مليار خلية	1.7 إدارة الجداول	1541
F-000984	- التنقل الآمن في الذاكرة بين أوراق العمل	1.7 إدارة الجداول	1542
F-000985	- تحويل أي جدول Excel إلى مكون في لوحة المعلومات	1.7 إدارة الجداول	1543
F-000986	- الحفاظ على الأبعاد عند سحب جدول Excel إلى عرض تقديمي	1.7 إدارة الجداول	1544
F-000987	- تكامل شامل بين البيانات، المرئيات، جداول البيانات، لوحات المعلومات، والتقارير	1.7 إدارة الجداول	1545
F-000988	- فهم ذكي لجداول البيانات ومحتواها الدلالي	1.7 إدارة الجداول	1546
F-000989	- الكشف التلقائي عن غرض ورقة العمل (مالية، مخزون، موارد بشرية، تخطيط، مؤشرات أداء)	1.7 إدارة الجداول	1547
F-000990	- إنشاء نماذج متعددة الأوراق من وصف نصي	1.7 إدارة الجداول	1548
F-000991	- إنشاء ورقة عمل للتنبؤ من البيانات	1.7 إدارة الجداول	1549
F-000992	- بناء ورقة عمل للوحة المعلومات تلقائيًا	1.7 إدارة الجداول	1550
F-000993	- تحويل الدوال المتقلبة (volatile functions) إلى بدائل مستقرة	1.7 إدارة الجداول	1551
F-000994	- موازنة أوراق العمل تلقائيًا	1.7 إدارة الجداول	1552
F-000995	- إنشاء أوراق عمل لمقارنة السيناريوهات	1.7 إدارة الجداول	1553
F-000996	- إجراء محاكاة مونت كارلو داخل جدول البيانات	1.7 إدارة الجداول	1554
F-000997	- تنفيذ العمليات على أوراق العمل بالتوازي والتوسع الأفقي	1.7 إدارة الجداول	1555
F-000998	- الكشف التلقائي عن هيكل الجدول المحوري من جدول مسطح	1.7 إدارة الجداول	1556
F-000999	- مقارنة البيانات عبر أوراق العمل المختلفة	1.7 إدارة الجداول	1557
F-001000	- التنبؤ بالصفوف المستقبلية	1.7 إدارة الجداول	1558
F-001001	- تحويل ملف Excel متعدد الأوراق إلى عرض تقديمي	1.7 إدارة الجداول	1559
